DRG 	FINAL_RULE_POST_ACUTE	FINAL_RULE_SPECIAL_PAY	MDC	TYPE	DRG_DESC	RW	GMLOS	AMLOS	Year
199	No	No	04	MED	PNEUMOTHORAX W MCC	1.8145	6.1	7.8	2012
200	No	No	04	MED	PNEUMOTHORAX W CC	0.9892	3.5	4.5	2012
201	No	No	04	MED	PNEUMOTHORAX W/O CC/MCC	0.7121	2.7	3.5	2012
202	No	No	04	MED	BRONCHITIS & ASTHMA W CC/MCC	0.8519	3.3	4.1	2012
203	No	No	04	MED	BRONCHITIS & ASTHMA W/O CC/MCC	0.6133	2.6	3.1	2012
204	No	No	04	MED	RESPIRATORY SIGNS & SYMPTOMS	0.6564	2.1	2.6	2012
205	Yes	No	04	MED	OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC	1.3324	3.9	5.3	2012
206	Yes	No	04	MED	OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC	0.7565	2.5	3.2	2012
207	Yes	No	04	MED	RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS	5.2933	12.6	14.7	2012
208	No	No	04	MED	RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS	2.2704	5	7	2012
215	No	No	05	SURG	OTHER HEART ASSIST SYSTEM IMPLANT	13.7629	7.5	13.4	2012
216	Yes	Yes	05	SURG	CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC	9.6922	14.1	16.7	2012
217	Yes	Yes	05	SURG	CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC	6.4987	9.4	10.6	2012
218	Yes	Yes	05	SURG	CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC	5.1734	7	7.8	2012
219	Yes	Yes	05	SURG	CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC	8.0815	10.4	12.8	2012
220	Yes	Yes	05	SURG	CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC	5.2602	6.9	7.6	2012
221	Yes	Yes	05	SURG	CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC	4.3663	5.2	5.7	2012
222	No	No	05	SURG	CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC	8.6807	9.8	12	2012
223	No	No	05	SURG	CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC	6.3309	4.5	6.2	2012
224	No	No	05	SURG	CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC	7.7154	8	9.9	2012
225	No	No	05	SURG	CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC	5.9511	4.1	5.1	2012
226	No	No	05	SURG	CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC	6.7895	6	8.7	2012
227	No	No	05	SURG	CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC	5.15	2.1	3.1	2012
228	No	No	05	SURG	OTHER CARDIOTHORACIC PROCEDURES W MCC	7.3445	11.2	13.5	2012
229	No	No	05	SURG	OTHER CARDIOTHORACIC PROCEDURES W CC	4.6552	7.2	8.1	2012
230	No	No	05	SURG	OTHER CARDIOTHORACIC PROCEDURES W/O CC/MCC	3.6603	4.6	5.4	2012
231	No	No	05	SURG	CORONARY BYPASS W PTCA W MCC	7.9084	10.8	12.8	2012
232	No	No	05	SURG	CORONARY BYPASS W PTCA W/O MCC	5.669	8	8.8	2012
233	Yes	No	05	SURG	CORONARY BYPASS W CARDIAC CATH W MCC	7.1418	11.8	13.3	2012
234	Yes	No	05	SURG	CORONARY BYPASS W CARDIAC CATH W/O MCC	4.8314	8.2	8.8	2012
235	Yes	No	05	SURG	CORONARY BYPASS W/O CARDIAC CATH W MCC	5.9063	9.3	10.8	2012
236	Yes	No	05	SURG	CORONARY BYPASS W/O CARDIAC CATH W/O MCC	3.772	6	6.5	2012
237	No	No	05	SURG	MAJOR CARDIOVASC PROCEDURES W MCC	5.1221	7.1	10.2	2012
238	No	No	05	SURG	MAJOR CARDIOVASC PROCEDURES W/O MCC	3.0979	2.8	4	2012
239	Yes	No	05	SURG	AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC	4.7401	11.2	14.3	2012
240	Yes	No	05	SURG	AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC	2.6063	7.5	9.2	2012
241	Yes	No	05	SURG	AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC	1.4939	4.8	5.8	2012
242	Yes	No	05	SURG	PERMANENT CARDIAC PACEMAKER IMPLANT W MCC	3.6835	6.1	7.8	2012
243	Yes	No	05	SURG	PERMANENT CARDIAC PACEMAKER IMPLANT W CC	2.6363	3.8	4.8	2012
244	Yes	No	05	SURG	PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC	2.0538	2.3	2.8	2012
245	No	No	05	SURG	AICD GENERATOR PROCEDURES	4.1967	2.7	3.9	2012
246	No	No	05	SURG	PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS	3.1727	3.6	5.1	2012
247	No	No	05	SURG	PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC	1.9828	1.9	2.4	2012
248	No	No	05	SURG	PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ VES/STENTS	2.9396	4.5	6.1	2012
249	No	No	05	SURG	PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC	1.8132	2.3	2.9	2012
250	No	No	05	SURG	PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC	2.8921	5	6.8	2012
251	No	No	05	SURG	PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC	1.8447	2.2	2.9	2012
252	No	No	05	SURG	OTHER VASCULAR PROCEDURES W MCC	2.9865	5.1	7.7	2012
253	No	No	05	SURG	OTHER VASCULAR PROCEDURES W CC	2.4432	4.4	6	2012
254	No	No	05	SURG	OTHER VASCULAR PROCEDURES W/O CC/MCC	1.6521	2.1	2.7	2012
255	Yes	No	05	SURG	UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC	2.5192	6.7	9	2012
256	Yes	No	05	SURG	UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC	1.6035	5.6	6.9	2012
257	Yes	No	05	SURG	UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC	0.9071	3.1	4.1	2012
258	No	No	05	SURG	CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC	2.9714	5.3	7	2012
259	No	No	05	SURG	CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC	1.8217	2.5	3.3	2012
260	No	No	05	SURG	CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC	3.6297	7.6	10.5	2012
261	No	No	05	SURG	CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC	1.675	3.2	4.3	2012
262	No	No	05	SURG	CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC	1.1756	2.1	2.6	2012
263	No	No	05	SURG	VEIN LIGATION & STRIPPING	1.6226	3.2	4.8	2012
264	Yes	No	05	SURG	OTHER CIRCULATORY SYSTEM O.R. PROCEDURES	2.558	5.4	8	2012
265	No	No	05	SURG	AICD LEAD PROCEDURES	2.3133	2.4	3.5	2012
280	Yes	No	05	MED	ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC	1.7901	5	6.3	2012
281	Yes	No	05	MED	ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC	1.1478	3.4	4.2	2012
282	Yes	No	05	MED	ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC	0.7856	2.2	2.7	2012
283	No	No	05	MED	ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC	1.7118	3.2	5	2012
284	No	No	05	MED	ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC	0.84	2	2.8	2012
285	No	No	05	MED	ACUTE MYOCARDIAL INFARCTION, EXPIRED W/O CC/MCC	0.5401	1.4	1.7	2012
286	No	No	05	MED	CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC	2.036	4.9	6.5	2012
287	No	No	05	MED	CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC	1.0743	2.4	3.1	2012
288	Yes	No	05	MED	ACUTE & SUBACUTE ENDOCARDITIS W MCC	2.8654	8.3	10.3	2012
289	Yes	No	05	MED	ACUTE & SUBACUTE ENDOCARDITIS W CC	1.8502	6.1	7.4	2012
290	Yes	No	05	MED	ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC	1.1141	4.1	5	2012
291	Yes	No	05	MED	HEART FAILURE & SHOCK W MCC	1.501	4.7	6.1	2012
292	Yes	No	05	MED	HEART FAILURE & SHOCK W CC	1.0214	3.9	4.7	2012
293	Yes	No	05	MED	HEART FAILURE & SHOCK W/O CC/MCC	0.6756	2.7	3.2	2012
294	No	No	05	MED	DEEP VEIN THROMBOPHLEBITIS W CC/MCC	0.9916	4.4	5.3	2012
295	No	No	05	MED	DEEP VEIN THROMBOPHLEBITIS W/O CC/MCC	0.6992	3.5	4.1	2012
296	No	No	05	MED	CARDIAC ARREST, UNEXPLAINED W MCC	1.2895	1.9	3	2012
297	No	No	05	MED	CARDIAC ARREST, UNEXPLAINED W CC	0.6574	1.3	1.6	2012
298	No	No	05	MED	CARDIAC ARREST, UNEXPLAINED W/O CC/MCC	0.4048	1.1	1.1	2012
299	Yes	No	05	MED	PERIPHERAL VASCULAR DISORDERS W MCC	1.3719	4.6	5.8	2012
300	Yes	No	05	MED	PERIPHERAL VASCULAR DISORDERS W CC	0.9697	3.8	4.7	2012
301	Yes	No	05	MED	PERIPHERAL VASCULAR DISORDERS W/O CC/MCC	0.6646	2.8	3.4	2012
302	No	No	05	MED	ATHEROSCLEROSIS W MCC	1.0029	3	4	2012
303	No	No	05	MED	ATHEROSCLEROSIS W/O MCC	0.5737	1.9	2.4	2012
304	No	No	05	MED	HYPERTENSION W MCC	0.9797	3.2	4.2	2012
305	No	No	05	MED	HYPERTENSION W/O MCC	0.613	2.1	2.6	2012
306	No	No	05	MED	CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC	1.3321	4	5.3	2012
307	No	No	05	MED	CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC	0.7732	2.6	3.2	2012
308	No	No	05	MED	CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC	1.2283	4	5.1	2012
309	No	No	05	MED	CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC	0.8155	2.9	3.6	2012
310	No	No	05	MED	CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC	0.5608	2	2.4	2012
311	No	No	05	MED	ANGINA PECTORIS	0.5067	1.8	2.2	2012
312	No	No	05	MED	SYNCOPE & COLLAPSE	0.7139	2.3	2.9	2012
313	No	No	05	MED	CHEST PAIN	0.5434	1.7	2	2012
314	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC	1.8386	5	6.8	2012
315	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W CC	0.9612	3.2	4.1	2012
316	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC	0.6068	2.1	2.5	2012
326	Yes	No	06	SURG	STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC	5.6803	12.2	15.5	2012
327	Yes	No	06	SURG	STOMACH, ESOPHAGEAL & DUODENAL PROC W CC	2.747	6.7	8.6	2012
328	Yes	No	06	SURG	STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC	1.3848	2.6	3.5	2012
329	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC	5.3215	12.3	15.1	2012
330	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W CC	2.5911	7.6	8.9	2012
331	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC	1.6254	4.6	5.1	2012
332	Yes	No	06	SURG	RECTAL RESECTION W MCC	4.8691	11.2	13.7	2012
333	Yes	No	06	SURG	RECTAL RESECTION W CC	2.4758	6.8	7.9	2012
334	Yes	No	06	SURG	RECTAL RESECTION W/O CC/MCC	1.6038	4.1	4.8	2012
335	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W MCC	4.2876	11.3	13.6	2012
336	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W CC	2.3392	7.1	8.6	2012
337	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W/O CC/MCC	1.4956	4	5	2012
338	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC	3.2639	8.3	10.1	2012
339	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC	1.8484	5.4	6.3	2012
340	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC	1.2308	3.2	3.7	2012
341	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC	2.357	5	6.8	2012
342	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC	1.3477	2.9	3.7	2012
343	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC	0.9587	1.7	1.9	2012
344	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W MCC	3.274	8.8	11.2	2012
345	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W CC	1.6986	5.7	6.7	2012
346	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC	1.1679	4	4.5	2012
347	No	No	06	SURG	ANAL & STOMAL PROCEDURES W MCC	2.533	6.4	8.8	2012
348	No	No	06	SURG	ANAL & STOMAL PROCEDURES W CC	1.4031	4.1	5.4	2012
349	No	No	06	SURG	ANAL & STOMAL PROCEDURES W/O CC/MCC	0.8075	2.2	2.8	2012
350	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W MCC	2.5207	5.9	7.9	2012
351	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W CC	1.3837	3.5	4.5	2012
352	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC	0.8625	1.9	2.3	2012
353	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC	2.8433	6.3	8.3	2012
354	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC	1.5691	3.9	4.9	2012
355	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC	1.0743	2.3	2.8	2012
356	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC	3.9628	9	12	2012
357	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC	2.1838	5.6	7.2	2012
358	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC	1.3062	3	3.9	2012
368	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W MCC	1.8526	5.1	6.6	2012
369	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W CC	1.0882	3.6	4.4	2012
370	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC	0.7469	2.5	3.1	2012
371	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC	2.0364	6.6	8.5	2012
372	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC	1.2811	5.1	6.2	2012
373	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC	0.8437	3.7	4.4	2012
374	Yes	No	06	MED	DIGESTIVE MALIGNANCY W MCC	2.0951	6.2	8.4	2012
375	Yes	No	06	MED	DIGESTIVE MALIGNANCY W CC	1.2851	4.3	5.6	2012
376	Yes	No	06	MED	DIGESTIVE MALIGNANCY W/O CC/MCC	0.8715	2.8	3.6	2012
377	Yes	No	06	MED	G.I. HEMORRHAGE W MCC	1.764	4.9	6.3	2012
378	Yes	No	06	MED	G.I. HEMORRHAGE W CC	1.0238	3.4	4.1	2012
379	Yes	No	06	MED	G.I. HEMORRHAGE W/O CC/MCC	0.7067	2.5	2.9	2012
380	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W MCC	1.8855	5.5	7.1	2012
381	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W CC	1.1311	3.8	4.6	2012
382	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W/O CC/MCC	0.8023	2.7	3.3	2012
383	No	No	06	MED	UNCOMPLICATED PEPTIC ULCER W MCC	1.2509	4.2	5.2	2012
384	No	No	06	MED	UNCOMPLICATED PEPTIC ULCER W/O MCC	0.8474	3	3.6	2012
385	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W MCC	1.8525	6.1	8	2012
386	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W CC	1.0598	4.1	5.2	2012
387	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W/O CC/MCC	0.7747	3.2	3.9	2012
388	Yes	No	06	MED	G.I. OBSTRUCTION W MCC	1.6603	5.4	7.1	2012
389	Yes	No	06	MED	G.I. OBSTRUCTION W CC	0.9345	3.8	4.7	2012
390	Yes	No	06	MED	G.I. OBSTRUCTION W/O CC/MCC	0.6399	2.8	3.3	2012
391	No	No	06	MED	ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC	1.1844	3.9	5.1	2012
392	No	No	06	MED	ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC	0.7241	2.7	3.4	2012
393	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC	1.675	4.8	6.7	2012
394	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W CC	0.9898	3.6	4.5	2012
395	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC	0.6643	2.5	3	2012
405	Yes	No	07	SURG	PANCREAS, LIVER & SHUNT PROCEDURES W MCC	5.7167	11.6	15.5	2012
406	Yes	No	07	SURG	PANCREAS, LIVER & SHUNT PROCEDURES W CC	2.6577	6.2	7.9	2012
407	Yes	No	07	SURG	PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC	1.8557	4	5.1	2012
408	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC	4.0197	10.5	13.1	2012
409	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC	2.312	6.8	8.2	2012
410	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC	1.5243	4.6	5.5	2012
411	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W MCC	3.5821	9.7	11.7	2012
412	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W CC	2.3985	6.7	7.8	2012
413	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W/O CC/MCC	1.7409	4.3	5.1	2012
414	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC	3.6689	9.1	11	2012
415	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC	2.0637	6.1	7	2012
416	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC	1.3588	3.7	4.4	2012
417	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC	2.5319	6.2	7.8	2012
418	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC	1.6909	4.3	5.2	2012
419	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC	1.1814	2.5	3	2012
420	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC	3.8108	8.6	11.7	2012
421	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC	1.9081	4.9	6.6	2012
422	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC	1.2324	2.9	3.7	2012
423	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC	4.1992	10.3	13.7	2012
424	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC	2.4411	6.9	8.9	2012
425	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC	1.7024	3.7	5	2012
432	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC	1.6737	4.8	6.4	2012
433	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W CC	0.9424	3.5	4.4	2012
434	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC	0.6084	2.4	2.9	2012
435	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC	1.795	5.5	7.1	2012
436	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC	1.1965	4.1	5.2	2012
437	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC	0.9309	2.7	3.6	2012
438	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC	1.7781	5.3	7.3	2012
439	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC	0.9864	3.9	4.8	2012
440	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC	0.6772	2.8	3.4	2012
441	Yes	No	07	MED	DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC	1.8873	5.2	7.1	2012
442	Yes	No	07	MED	DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC	0.9596	3.6	4.6	2012
443	Yes	No	07	MED	DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC	0.6543	2.6	3.3	2012
444	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W MCC	1.6083	4.7	6.2	2012
445	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W CC	1.0678	3.5	4.4	2012
446	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W/O CC/MCC	0.7222	2.4	2.9	2012
453	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC	10.9193	10.5	13.2	2012
454	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC	7.3268	5.3	6.3	2012
455	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC	5.6449	3.1	3.6	2012
456	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC	9.8152	10.6	13.3	2012
457	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W CC	6.3425	5.8	6.7	2012
458	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC	5.0565	3.4	3.9	2012
459	Yes	No	08	SURG	SPINAL FUSION EXCEPT CERVICAL W MCC	6.492	7.2	8.9	2012
460	Yes	No	08	SURG	SPINAL FUSION EXCEPT CERVICAL W/O MCC	3.858	3.2	3.8	2012
461	No	No	08	SURG	BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC	5.3985	6.7	8.6	2012
462	No	No	08	SURG	BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC	3.3359	3.6	3.9	2012
463	Yes	No	08	SURG	WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC	5.0438	11	14.7	2012
464	Yes	No	08	SURG	WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC	2.9658	6.7	8.5	2012
465	Yes	No	08	SURG	WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC	1.7406	3.9	4.8	2012
466	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W MCC	4.9812	7.2	8.8	2012
467	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W CC	3.2437	4.2	4.8	2012
468	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC	2.57	3.2	3.4	2012
469	Yes	No	08	SURG	MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC	3.4418	6.5	7.7	2012
470	Yes	No	08	SURG	MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC	2.0866	3.3	3.6	2012
471	No	No	08	SURG	CERVICAL SPINAL FUSION W MCC	4.5444	6.4	8.9	2012
472	No	No	08	SURG	CERVICAL SPINAL FUSION W CC	2.7906	2.6	3.8	2012
473	No	No	08	SURG	CERVICAL SPINAL FUSION W/O CC/MCC	2.0812	1.5	1.8	2012
474	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC	3.6088	8.9	11.8	2012
475	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC	1.9728	5.8	7.4	2012
476	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC	1.0558	3.2	4	2012
477	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC	3.4596	9	11.2	2012
478	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC	2.2781	5.4	6.9	2012
479	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC	1.6827	2.9	3.8	2012
480	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC	3.0557	7.4	8.8	2012
481	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC	1.9093	5	5.4	2012
482	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC	1.5498	4	4.4	2012
483	Yes	No	08	SURG	MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC	2.4012	2.9	3.6	2012
484	Yes	No	08	SURG	MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC	1.9939	1.9	2.1	2012
485	No	No	08	SURG	KNEE PROCEDURES W PDX OF INFECTION W MCC	3.1425	8.7	10.7	2012
